,points,50
0,4,0.0
1,5,0.0
2,6,0.0
3,7,0.00033466021219889325
4,8,0.0
5,9,0.0003349781036376953
6,10,0.0013272762298583984
7,11,0.006331523259480794
8,12,0.02094443639119466
9,13,0.07248226801554362
10,14,0.8477338949839274
11,15,2.6137349605560303
12,16,15.970592021942139
13,17,123.48622512817383
14,18,673.4209667046865
